,family,txn_hash,output_index,potential_ransom_wallet_addr,potential_ransom_btc,potential_ransom_usd,unix_ts
9859,Cerber,3ec30bf0725aae3985dbbc8e38368ec62601f7cfe52c4f9b19d6b368ac3ec5f7,5,19yb61KUBHNDWXnMg6sFEKES1ohH27A3i5,0.8,847.18,1487577236
9860,Cerber,67365f403adb454acee059f9b9006b151c80a51c2dc9f2fb717ed24866dab4be,1,1KmC7ktZ9gGxxCrjsHEsvuY8kQmgJAD5xD,2.0,1163.22,1465252949
9861,Cerber,814073326f9e0fbe4a00e3657a320c17e707c6158f91dc3a26c2a9f298cf920f,0,16MvdRYrTzMmtci4EJVwT5yrjx37DAcrN2,1.0,682.33,1477533987
9862,Cerber,0462fe4788f9a1dd8d4e4ee5994dcaded1117e902925ae50d419d7d4a31a83ee,0,1DghsLpULxHFk46amHwUd3zcRgQxSdmDGb,1.0,608.85,1474282162
9863,Cerber,9350562faa0e994d5acc65a8ee195ec1524e1725af4236a335d11cf689de6077,0,1C1AkrK2Qy4ZwgJsukhxwkJ2eWEUGtqSGa,1.0,711.73,1479185719
9864,Cerber,07c5d26adf496229a7bab348bb7b5773c9bf3cec99adb41b993cb7ec8a183637,5,1K51WiA4pUJX5hB1a9bJQGjRAaEp7Fo6Ep,0.2452,108.18,1463985988
9865,Cerber,fb2e9681fc89a4b10b19c77eb3e9bac166995b1ae79b502405293be76153395e,1,1H99uFvjKoSQYYAkeXq2eXSZdU8A74xD3X,0.825,562.92,1477533488
9866,Cerber,494be32ef6508f46b14c22b8fb27d9b0095dddd5290592dcbe0b2e9603cc5e6d,1,17DotQ36u2k7JE3a7t3pcoGg5vHCSs8Uej,0.109,280.79,1499271134
9867,Cerber,90a108b12578d27cb0543bc44ebc1b9b0d75bec6931cbc548760349be4720b7f,0,1KaMjz77c8MYToPfaPaxLt3gpvTFfzYBxE,0.625,775.38,1488427328
9868,Cerber,46385354ca6a252b150169457f0ce6a12e92b16f4deaa34b3cc91176db7e83b7,2,1JX4C7ohUosNzDDAS8zDCWNo13khJjizH3,0.8507,488.0,1471394870
9869,Cerber,80d1fae93124b492ec7f706d9bf44e0ec5b09a7baed0a0f9fccd4e6e05ff283d,0,1Q36D3ZKDV1RR97Z6pwzLtX43Epd3tTzjv,0.8,481.76,1474677901
9870,Cerber,02840a2087a64e1d7fa321c4201b8fd7bb59b01098d854428bf96b8f4cfe2bcc,0,129S25UKZ8UmCL5fteQUVek662wQcdgwYJ,1.25,559.59,1461294356
9871,Cerber,62d50bdbd48073fe6145ad45abdd305cf76e0c509ac764a946624f35674fe31a,1,1qyfCWFyRqbSGo3DfVXhqiMT9aFCJ6QYy,1.0,1000.81,1486896472
9872,Cerber,5a339fd06f2cefb7f4fd987e96b6e2fae05d722ac123c81a27798efde91450d0,0,1D6WaNxUfMc4vcJXSBbomJrAz6Z6NaQafp,1.0,1035.29,1490771773
9873,Cerber,8589a964b26a3195b0f07243b99125fdd599fa66530088b4f7d7ea690313c65a,1,1318vrPSKVazpzCQ4XxRdhuBuun6meqA4y,0.2,533.91,1498089451
9874,Cerber,71de5288320485ca8e1331fb861b5a77145706ab95b6632b69d5be9ea26d3249,20,1KWpdwfhgQKqr17FbD6xPGqpYwvkZzjbKg,1.2327,728.45,1470846650
9875,Cerber,3c108f602b8a487b2be88db0e8acc5c92314b59f9b73d03128de0a355123adf1,1,17mojNLvkfDrrLNoNtoxMU9jPQXrGDKn4q,1.0,638.23,1476254110
9876,Cerber,86e73050feca9b57c0a0a1ef3bc4c191ad3d4856ee9bf42ccde829e8bc849815,1,1PNNHyRcrfuTYab7UgQdLJuTH52jFQbiMf,1.0,756.05,1481011333
9877,Cerber,61c5dee82dbec96662c74a95770146a223a9f596af23e7b5dc7673da90180d96,1,1PzSfvF3etdNTjD4Bi4ycjs9xPn4d9kbjA,1.0,603.86,1474889878
9878,Cerber,399d5bc142a5e9a3913ac5c9bd49aa07b40752b65b7e7ee10786da295678fa71,0,1LSBizcYMkksdGgfjuWLVYA9Xko9FE9X3d,0.8,867.55,1490083360
9879,Cerber,3465c0406ac8dd5f2d9e4045588376a74852567e515c1465bfa604c7db7d2d04,17,1GezYpGe9WHV2xZqCvsA3BQQ8z8U2tCRvb,3.0,2214.42,1480511732
9880,Cerber,29666432ca2dc96825fc04c9151adafcf0e92daeb7ff89e4fd488ac907a336a9,0,1Pr65Te696LZaGW9rF4XYv4mXehu9HCsWu,0.63349999,393.4,1470080888
9881,Cerber,0c0fcc1a10a93bf18ae721cd06b5b5e8b61379faf4f240facde32a9d0650eaf0,1,1Fgid1RT4T3K1XwRdFe4xrV2sumQfNCqht,0.6149,563.97,1485778531
9882,Cerber,a8f1525f8a266cc36ae512c7bdd16bc62d9779390bb7e136b9681111edf25b3b,0,1D6US2z5zA8j4KHEWzWnunUWdPL9TgLbDf,1.0,855.71,1482376844
9883,Cerber,b2d6c2b74b646c236986621e6c7127eda07dff89c721336b8863c1ae74019640,1,1KQt9sj8fhUYdjEuDv3QCTaujrZGcMvW6Y,0.4,1337.7,1502262808
9884,Cerber,3c26c422fb8d6b68b619a8f7cfe7fb9081586c11fbe2c89dd9821fdc7a8becb3,0,1BKMG4n23GEBXTEHr3VrNkmCtXnzLbSR5q,0.8,993.68,1492851258
9885,Cerber,36c12a14c96711f7011f59f8a9b47736d2e5ed62f81c3df81f3d852bb4626cc8,0,16TAJogQwk6VfrVfnDjPZ3CRrPddgfoDec,1.4,1287.09,1485619897
9886,Cerber,025811cca01eb31d41c2ddff567447ab23f24f4c34b306a2250d6b48368f4552,0,1BdUBrMTxLGwbo7a4VE6QZebU2CemD6Gjv,0.1,65.64,1469895366
9887,Cerber,b82bb40f92131d77e87b989e5a576dc4adc872eb5bd5e3edbf03f44afabdb599,1,1BdUBrMTxLGwbo7a4VE6QZebU2CemD6Gjv,0.6688,438.97,1469896113
9888,Cerber,186cec2f67f7d63be95d419531b543b04b95fffc0be1429b5f1d6e7c377b00c0,3,1Ao8DVz9an6v66WFh3U2JFM5bnUJhFfTQX,0.2757,175.56,1476805089
9889,Cerber,46ddc7d4d66734067cff7017af07a9d343c8cc48d6888a5f8feb761130b0096f,1,1KgHRHjVn3pFMBSFXYXon2Fan2Nim5Yrab,0.56,572.63,1483459668
9890,Cerber,e2905a5e08e17ba30b68ea8a627ab8531850ea333775d86ae32fdb531c896cf5,0,1HFVq8v1FiRYD8YJgXs13GNh6srMmWPAi4,0.930762,614.37,1469158187
9891,Cerber,14f94335cb3dbef1ce69493fdce3f6621ac3b549da4abebdf0dbdf6a1c234060,0,1KSNwE5SVjFa2GoQcjyhUZUL37Viw2Fz4d,2.1558,2062.52,1483141794
9892,Cerber,c8893e9475bc911c3013139cf978f8faef6786092979c3c5b6b4febc0a41e49d,0,1CnyuR4D3wJ4LHRnVXCdDsWgdkHzK28cAQ,0.6566,508.91,1481506626
9893,Cerber,6c8da8edf5cc67c6a1f7ce6226a4e9c0195307abe0c38a458ec7c66977907243,3,16vd3vJzzJ55dX5KGAfBiBHu9dUczuwYrJ,0.4,1133.0,1496767833
9894,Cerber,b38a05db7c71b62bb0396861997edf298890b1731887e370b966f1204830e4c8,0,1E4RmtL66XC9juXXVaq3a1sjaD14pq18Ls,0.8,662.06,1484538616
9895,Cerber,a6f96d5ff0ed8c81b8f544a6ce4016689f5822edb8f472a190f31cd1e7e12501,3,1EnwwnWPJTJEKhmp92DbcvrmDF9A3DTCMx,1.0,686.86,1477615393
9896,Cerber,5bb921e499887286ffb2647e9131882759fe6376d669ef3f1c129b92a9146b4d,1,1FCD6oyQq26J8LfmCkAEdZsuSesBBXpvUv,0.6,367.28,1475765781
9897,Cerber,be2a9399532803ec15026e25e1b27f11f31166b0da3f49e0557859071a9029f0,1,1G26mHfKUFaL3xa2NJJmFpXjQW75FBx7VF,0.2,564.9,1496971904
9898,Cerber,c5a0f3ecb7ea071335ad5d6d0ee1cb25681486ed6e6570df57b5aa907ebb1541,0,1H2woRg1JBpKuVXrjK9nUU5niu8ufAHVrm,0.32,1381.21,1503740113
9899,Cerber,077fbd1ac4422650611ba3a3b51d69bf9d617d351a48ff8c1e92b4b0575fed68,1,18jgDkB71bXvzoPvvtWvWaHYjQuSQXBcZb,1.0,606.71,1473066796
9900,Cerber,8fc4da9242515498dcbb7d58f45ab19c5ab20cff819047b57ea05d288d3766f6,1,1BPfPa8erLmh6wKFc91aQWNifRiKiMEYWg,1.8864,1114.75,1470805521
9901,Cerber,0395adeebc5e686e54fb9c7390db5709831e51dc2eb54015155ca1bd207c8ece,0,13gtZHXqUGzEFu2PngrUkoC4whcJADECDb,2.5,1641.6,1469456995
9902,Cerber,88b1a6c0b77b358ac54403371dc262b9d39001b45d169bc3f2fa21ff83ac6ff3,1,1FJP1PVTMtiat7WgA9Bkqk13N9vofuWEeF,1.25,961.9,1481310844
9903,Cerber,180d2777a4668068cf3e40443ee8577d10f0d9efcaf3d6ab19b4c8449725ee2b,13,1HdPRzTdcmBD7b585W6gUDyxBT4Z6ccqc2,1.0,778.77,1481606162
9904,Cerber,fc4854b942bdf4c3d9c32d09f5c5b4a36387953d9ee120ac66b59b762a8b33ca,0,12k5WgmJraRoxqVrwLApHzuZcDZLg8ACN5,1.0,1452.7,1493690451
9905,Cerber,533145013a5bdcc561672933b723a913ad5bf47744cab4dd907c5eeee62d7a4c,4,1ETHFesjp3auAEERs5Z7ZcbApQzncEUpTC,1.46,689.22,1464363469
9906,Cerber,471071526e54e382b796667e1a77f1088e0062af56ce0ce20436848c73e8930e,1,1BNrygi5q6A5DfzZjxseqQ7oqQoL8ZrQxE,1.25,667.78,1464734053
9907,Cerber,443eeff29e44bc4589a72bad83247bcef2194f9c23a42006203e83892e981508,1,14yxdHmTvSL2kkLMdHhnYnoZy9rWbYc2N3,0.8,489.02,1475661749
9908,Cerber,fbb45c6b1a7bdfaf45b52f4dace610f9ac5018f5606dcf4ba557e2b9df9e9ed7,0,1H93Tp1GfYdQF9jyjb8bQUXDf5GYZdmdnK,0.99,610.58,1476079220
9909,Cerber,24c5217445f50b81b33109daad525246d3a4f2b6481942c82fef426942981fdc,15,1PDkK7dkruQjy2dqfP4YbeegHqSA8hYhq5,0.1778,116.69,1469735605
9910,Cerber,34378ad479e5bae39c9f7fa3dc5fe6a693d2f2b2bb7916641e3e32d64ffe5461,1,13psyyZRqVcVNnnMEBgFh8XDUTQtH2tHqW,0.9149,533.48,1471948749
9911,Cerber,6fc62fbbefc2745327ac7bab978720f7ee5e52dddbf9af122ea54183dfdef2be,1,1JwBfT8hVqyvLFmSU8yJkaC12R5m4SAviz,2.0,1169.7,1465631166
9912,Cerber,e2899ac67a63efb69b8a754898dc6c9626e72176a92003363e3a66ce1ce80404,2,1GidGvVgQEtrqEphHpuh6gxt4D4pSncYvi,1.0,885.24,1484705152
9913,Cerber,b0f71f70abc8ff6847215a369efe1c0d38e943324df1a31fd3573e653cbc04c4,4,1Ci8yrgMKP7LDyLNqPjp6oB8eVjxDhQujC,0.4074,507.13,1492747280
9914,Cerber,8802bcb98e834a001ae7c4ade9f7619d22f0513879dcf3fc0db27b7c8c7c2b46,1,12fMYYyiPGQheUNvod1HDwGbRorKcGspnJ,0.6836,629.13,1485207928
9915,Cerber,3a444c92f646b1e630864401a92e371e5a2f53fb4a9970a8c7f54cf056a0f81b,2,1MKVv1NmSx5kU5Wkg36ASXJhzQGzAAKDBo,1.0,472.07,1464329810
9916,Cerber,62cea9bdeaf297c77f7ed0bbb80487c26058ab2c5648cd87ab56ead9f3097932,1,16Fx5VTCzt7LeeYTDtfcrDud5Qu6AQWkQL,1.25,526.65,1460359803
9917,Cerber,6fd6bad937a1bae3019ea44a259b894e51747243b38f87f38b6edd1856531301,1,1DdUEcgne5dsV9aUnjXMr9EB3frUMgSZEZ,1.0,906.31,1485411826
9918,Cerber,f4c004522f79df04f61e2c5681ec56d4c47ea7e1cbfab24f3dbec4052c8b2f33,1,1PZEsEN1rUnT42s5pKFnfWQAx4C9DWHhdN,0.7,715.79,1483429264
9919,Cerber,df308a71605e3cb3343b7a69164388a495e0be2fe4295f7ab64541cc6fb248db,0,1ADz4VpQCKbKxazDSsgNGWtBTdG3LBbWw7,1.255,843.66,1468953719
9920,Cerber,6db269445dd0b779104aad823cbbdeaf89b09d3e9bc5a84e8030aaa6c7f14da4,0,1DCL53MZ3XLsc6moSzyccYjijV2DkV8Zy2,1.0266,672.1,1467301378
9921,Cerber,06692f65aadcfada9fd961c026e45eb8cab40a556d99c28c85185f994812e40d,1,16mNYaKBTMsJf5Jun39PQfiwseVTRNHEuz,0.8,545.86,1477559446
9922,Cerber,8f066b45974ae36654709fdcf8f106868c276f23f2fb3a789736c5d8e8d734f4,9,1MAPBRHAUi6dGbA46dj2tVV8sEKovuuXGq,0.8987,531.08,1470780120
9923,Cerber,501d44a95d2ee1d0003373f66eae7acf71f57c0b5f8038b411f886439d62fa86,1,15ZmDRBHTQzrp5yqWnJuUSGjwkgJLG7Tn4,0.9145,798.33,1483766261
9924,Cerber,1b79ddfef4a26a446c8a9a410e75a7181204fc9a0466a1b0ab92c47ffd8efdbf,3,17YeVGhbcBss5MecrgzaqAFK4dqAEes5uB,0.8358,480.66,1472103489
9925,Cerber,8f404454dcd08c4761d6dfce31b204c8888c32bcb45bc7c8b2144f2416b4b314,1,1M3aZbKsup1NyNPgpMaE6zqydycebStyGF,0.6164,614.69,1486986424
9926,Cerber,ebf0c44126dbfee676ce4407bb4db95ab459590b32b51b95a8d952bf5b63c7f5,0,1GEe32coY2N2F57bn186p6HVnAWps7atWQ,0.821,628.54,1480800719
9927,Cerber,5547c9c5bd6fcd830fc3716f0bad4f7d20d59df654fefb40ef77f379a8e50518,1,1GdWwKaWHbyL41phUiUyyDksmcuPnbKeuB,1.0,896.02,1483985088
9928,Cerber,c120e9f468e94147be8bb3634a21aa89dc872e1b6e9281df87e6a28f62bb6c9c,1,1A51kyCpDDaGBLqKVAhfhxGLnkgGfkNpoR,0.8276,502.11,1473045602
9929,Cerber,3e2fb772ee967d154ee3d78de228d4ee3dc5cecf420efebef4b6b16504a0e725,0,1HK9YoNpC8izKBhimbq1ChTg6kRFidgUcp,1.25,560.35,1461386574
9930,Cerber,014aee0cf834f56dc12fe78ea3e4068dcdaca6f094deb69441c1e6e5228c4ede,0,17KUJPiHLuV99cA7n1tKSJBgv3eH78qNyo,0.32,1085.83,1502328824
9931,Cerber,30fa61b3bde40c2a40609a8fa75ab40076aabc4813a467868dc4b3bb46e84a0b,1,1JAr49pqs8dizFN3b3ti5ouS813imSGHYG,0.8229,503.01,1475637564
9932,Cerber,b3455fd18ca93655eaa569531046a087f055961c39da28cf4a2bf6de518b4adb,0,16vqgojiRkuaYXetz1PduPDVjDgi1WFLCt,0.4183,921.67,1495943581
9933,Cerber,e7555f7c5cb8480a7952913a05867bcd3f76b567ea739f677f61538aac88d308,1,1FLENgwhkYULjvhhp8j1kuRDVDEBGWmoGG,0.8,1004.0,1488851911
9934,Cerber,7bdb862b8f35cd444cb3ddd9cd7ce448d695e7df85e01d02697508981265d8a6,1,1A8JKBMk2EhdMLyKjTJXwUpMiGjwDXTZaL,1.0,1199.86,1492516272
9935,Cerber,086d84c7854ac8016e3303757088c1f20c32578a6b972bf13de61e28cc65a4d5,0,1JA8haQexs8Y9EY5qtMvtUrhcYUdVV2sDj,0.8,505.4,1476162481
9936,Cerber,f85af2904dddc242203b0ac4b86904e9f0fd28a1910516dd5955d4b3357e12db,0,1J8nLagWe7xaHzNfVwDjwMPbfepn4upQt7,1.0,572.77,1472793073
9937,Cerber,e3146318079a92168e31472fc16c0465dcc5c4d8d0f0669239c232d2e18fa475,0,13RpX8DAPD3AjJZqbbMvYrs42vpfmUZQMP,0.443019,294.09,1477445037
9938,Cerber,6717037f6faa5339963679de8424ce00174e6ec7f6be8c9b43c22e09bb359588,1,13RpX8DAPD3AjJZqbbMvYrs42vpfmUZQMP,0.439546,291.79,1477475906
9939,Cerber,f41910dcc8ab7fca01a04a37ca8614b177bb9bb5ae70b73a28ee3f55339aaea5,0,13RpX8DAPD3AjJZqbbMvYrs42vpfmUZQMP,0.117435,80.13,1477579179
9940,Cerber,a2189104129d1a2632036e3ce8c0d28ed0785036b397e0366b746f3d92e34ae0,1,1G2L3jpVTLxEzvNUFKWs67ZSNM9kDwaA3J,1.0,1197.54,1488965286
9941,Cerber,b0f6f4861dd0f65c0df1906a34b0e2c929b94d6ce5324776de365663adc5eea9,1,1PXgD15Vo47GxWMS35TL7P6RqdBvB7zoSz,0.1277,75.83,1466633858
9942,Cerber,bdfb5a396aedd804119e1afb407eff9fcfa2346215b22b78223ba3e48b28513d,21,192YqyWMxcdG5cvMJMfAdLt1m4Gu1pVhu6,0.49959652,1199.9,1495822372
9943,Cerber,70f753c84a1154ccb661a93a2383edf9e6729e2850999654d3cd6e6e3168df89,1,1AHUvzbDYY4bykLymoQ5hdHqDYZ7LkdsCD,0.9523,554.77,1465246714
9944,Cerber,ae76f8a7c75d2806b5859bd2040f14637591ec923bbd0460932518f631b92d34,0,14k6jNwQ39hh6zGtU4xevS6S7TcK85X3sm,0.4,1129.8,1497020695
9945,Cerber,fe7ed9e4d84c4880ccc652296999234273202e2415b39d01adaa3ba71bbcb302,1,1PYSjotr7oci7s2KsSULFnwDjZ9UBe98ys,0.4,1086.04,1501684526
9946,Cerber,684fdbc1769689b4d6e25bdceafadb88933d44c1d643d6918548309afdea5159,0,1EqewHPwQgbFd4Ege1EGwBLWYeD6C3ES5d,1.3773,618.72,1463614762
9947,Cerber,e1cca4c6f2003f0642f91995a51e1e9552be29859c262e2aaa1bb8f3b4dd4ab0,1,14rZkQvDhJ3aHxcfANsv5m5gv19ovdf7WQ,1.25,829.68,1468362388
9948,Cerber,f3b41effbe8a17d78f85adb7b55e84c92e09c5b76d1e6fc419d88427d0f8cee2,1,12WitYNgTGLRo7hzrEFuSoMQiUUVh67cCV,1.1857,680.07,1471537404
9949,Cerber,e3ab22933d358c6d4ebd5e2dd7cdce2066be0602834ec9b204196dcf2fad395d,1,1G7QfZ5qpx2ZrYWGd1nXacmbKYnz6w1xFM,0.4383,326.76,1479379222
9950,Cerber,632da864c257a34d24011b2757d148dca6dc682ea819a666f2f5de0a41c34ce0,0,1EMsuott4u8gPzWZCbzYCWZMw1Mpm4artM,0.1973,119.91,1473891204
9951,Cerber,a3e9611359a4c0aaaa92559d2910a2ca0a3f00400d81f9b16543b607ed08035b,0,1M7Tecd21UDY7EUR5fFSDJWnrsbRRQkwFR,1.0,1048.28,1487366373
9952,Cerber,c2c8381abc342677f2828a9c23f701f3eb33bb6b08036381ab6e9f4f1afdd54f,1,13EU778Dm8CENXLH8qF36XKCQ4hJifoM1r,1.0,733.67,1480073847
9953,Cerber,2dd8820a2e177d6ef8a9ab21ca555fd34715e6e94d7e296a193d30c8cc4d2c74,21,1AwyfmyPa64MkvnjHVG8smDmWQ7PGhp27X,1.0,472.07,1464379226
9954,Cerber,c077fe94875b2336b66eee0d212a277411bb0ea0f747e180b8895a9360a2fe3b,1,1KomZ6GtEdbdN7ZtsERrdCZZkqQCM6Sdsw,0.1,60.87,1473864004
9955,Cerber,8b08cebede82753f9dd3d21e1a68e51a09c03909e0463fa01a7b3624395141a7,1,1KomZ6GtEdbdN7ZtsERrdCZZkqQCM6Sdsw,0.3,182.62,1473878225
9956,Cerber,f64533c7d7e836235fd926096bf66012a5424198cc65026bc1683ee8c700f84e,9,13Ne38Ws6d9i8jBsDa2JnJF4frQwCXEcSP,1.242,547.98,1463988417
9957,Cerber,8d42358eccc82854e4ac98483db17db08e3a3ebbec77657bb167993490e18deb,1,18WhNPbEZzo13E2eYA7uWNc9doyxfTdwcg,0.1995,118.98,1474563701
9958,Cerber,c8b415205100173598d402343da35f74622a2ace8b4911e062b69f6dba89d95f,0,16Xb5HmVrnRJaTMuaEURKJtGwyw93QgoEa,1.25,526.65,1460409319
9959,Cerber,2cb4138e01b2d9bd9f3ed2e2eff7e41948b51cb18e8f0765f00bf0c05ec39a9b,25,1DHCNewHhviSQ4vEbxohifzpcc5GtTsurw,1.0,610.32,1475566217
9960,Cerber,6ec1690fe574c05ae50556de2941d7dc8f1aedf8769ea3bec85b11f5574cc849,1,1N8hxcrLcWpaj6wgTBBhziFD2BZBbcwcNV,4.0005,2691.22,1467703932
9961,Cerber,4175060f155f24997d911a3bd3391cb0f3e29fce8958dd557a6d27fddccc81b9,0,1LSfpZ7mYm6um5TBjUJMoh2b1SeRPTox7P,1.0,733.67,1480038267
9962,Cerber,344db2848bf7dec055acfd8b5b0170c0f5467f228c27aa9ced45f06e0a160b8a,0,1Mu1mTvfHwoyjpUbFaLykzUt18k7wsLiDS,0.1,58.16,1465323808
9963,Cerber,59240f231357ec53fa671693846a43f332738286d999571c7fd2efff79ad0575,1,1Mu1mTvfHwoyjpUbFaLykzUt18k7wsLiDS,1.9,1105.06,1465324403
9964,Cerber,ef8b029c368efe62136e2aa54bf87376c1e1c551762033cbd5cca11debc64ac8,1,1GDQ5XhmXovxpJu5iF1e1QF3VPfxrgd1kD,0.8,917.78,1487840374
9965,Cerber,8589ba5ccdd22856c07679f46ad5b7cdfceed29a27189383529f1a8cd831cc4f,1,1JwTUDkGwVirdVr1QxoGrJWyJgn9EkL6uv,0.32,1353.61,1503029063
9966,Cerber,4d47455dad7d68d393fc8df890a3d01ac05e16b5c1af6c9a7089850e2c9168a4,0,12riZhDCtazbYD4avBWBqgAtyN5emFtTeY,1.0,991.51,1490338165
9967,Cerber,593014450ff8445a4a7bb4f599cbdbf0a1d1f7c32a8bcf309f43bae06ae264df,1,1PAkqAuBp5edeDLTewSa14jH2R6zd6AvWT,1.0,612.14,1475718820
9968,Cerber,3d10447f3136e8ca615e00dab6dab0ffc01ea7c8b34fb51b7473a0f619b93cc6,0,1PFzYsahR514jQuWigPr4t6CazpnSSKr5m,0.3872,280.32,1479302933
9969,Cerber,8b55e976147502ddf13146535ff6207f7bff7237ec08a4be010e5c41218904bd,1,1GNduRh8icqa5siZWyS4EVY6QSox5FPhMC,1.0,1012.86,1486088526
9970,Cerber,54beca832797515b499aa76c864c19e55e8266bc5c714078d420bcf90e2f8ed8,1,19yuQWsV2EGqYfTxdz5H3f49nwSYRVU6P3,0.32,1289.21,1503294032
9971,Cerber,511f2f8d0aef8d734129b2565b2aa39912f3d92f3a28bb2870fc39408e9ae19f,0,1GmfQxoBHP7PRkFa25rKYHQCGeWHah9qrf,0.8,475.08,1466659853
9972,Cerber,04e8762d073bdbaa751ecd99f0ef5d931df1cf5ba8d8cacf12cbd40f6085bf55,0,1KxWvRoCLPioF3ZZ9zLonw6ZdyxBfk2bUX,1.0,767.73,1481184350
9973,Cerber,1d125e07a525580a9648f4d15369fb31b80d055e9d18e60d2f46bab294d04da5,1,1DcLvezg9jt9dzVoTmcp4kZHtLAShnpjzL,0.75,339.59,1462548585
9974,Cerber,5f179f1872d0fbbdcf3702e1d9ba80088a575e398bd5c4010ee503da5a917061,0,15Dx5f2bkFNpbM8Lo3HqrGmp49UYU4Vm5d,0.9207,611.75,1468639778
9975,Cerber,55926869ae41463b52aae43cc99e08e5298a7428d0e5fd8e344ea2f3f76ca587,0,1BC8nUvVddTrXaRtXi3XCMuFnmCasgu6z1,1.0,631.75,1476154123
9976,Cerber,073c6c43aaca15b0d6dc25f8545f023ae90807cf57558e3475064b482dad1ca7,1,1LTzTpbiyAEnsKX6wz4s1JzJMK32BpH46r,0.8,593.76,1466075912
9977,Cerber,e558163c5417d89da45623ac42bc967c012d88a7f3bdd54c9a26b2a1d61ea8b4,0,1LTzTpbiyAEnsKX6wz4s1JzJMK32BpH46r,0.2,150.02,1466124868
9978,Cerber,19a6c02445bf741dbcdfa2caa8f1d190de966f9b7a0e2ec1b7f830bce7bb7148,1,1GhWqDyGKCUzwPxgHY6hFhcRrQSXLSnhkz,0.8,819.26,1486634475
9979,Cerber,8f5c51197dbb13d62d89be37d4fe40fd3c67a280047a87c41952c12cd4c6b24f,1,1Cnedix7QFKnGkfP4Q1tF2xucHRxJKp53w,1.1919,661.35,1464969402
9980,Cerber,b4b420c14b2b022e2502f387d44a20d28119ade71d24a89db421476c2a3e97c8,0,17qtJqovRvDTYEycCEt9S65tA2R9bPJuYM,2.7336,2000.48,1480429060
9981,Cerber,eeaba52d5df9cd4802706cebfee2a63c5c88fc74a6a2899fa1833a466c837582,1,19kSJ3yXifN57mBjjbjKb56dCQTfTMEs25,0.6852,510.82,1479379222
9982,Cerber,fd175b56f44815cee3b2734ebcb9aff2138dae02f410fb1b464252719d53ea05,1,1KV4MJZyGnjm9yo6nVftVTAr4MrN1R5qYt,1.25,582.73,1461657867
9983,Cerber,ec2164aee36944d0ab52f3d074dd409613f71353b374f81e1c6328c9dcbcb1d4,0,1HZF3KAJMjB1y23Y9SYkCW85kQYSiLLW1P,0.431,193.94,1462054602
9984,Cerber,08a350c1cf54a911d8c99b57aee742c819adb94fbfa4d73941b033f6af17fdee,1,138J5KaYmdtbAZw8XDbwgzUj9dJ45q9Rku,0.99,1221.5,1489382573
9985,Cerber,c8ad81373e73ba5bc6bbe6c3d3ac7a967b3c5ed0e71373775f136680ee7cce48,1,14HTdJ7Sho3LoXF7f7o2oNAw4Rw9B9sh18,0.5,1213.89,1496412048
9986,Cerber,5f7edd9e5777a87cef1f9f226a1bd7d5defc76771ddeee2fdc1e8131f56cfac7,0,17Rue2wU69jo6rZxPb6rue4Dbfck3QXpfW,0.8,490.33,1475311240
9987,Cerber,5881ca0186e78cc8c7636b4e635526235f696771aa7d0749dce578f29d29a733,1,16FgG3aZKS47e6zLVAWts5taAf34ZmFe6M,1.0,536.21,1464698225
9988,Cerber,ec636a1eb3900b8d91b0a9c49d102172c2dde4ce03dcb0e189cb0706e5e39349,0,1G9d5iF6enn7sV8drmk5Dg1EdT6yApcxQX,1.25,556.3,1461243367
9989,Cerber,c74a6db829e7bdd8ed4c8a5690c7650b456de3fb2197271b5e4dffedea9f023e,0,1KKf6p19BM6UyqbBEav9PWT6pDogef4aKc,0.5,1053.8,1495414556
9990,Cerber,8557f1f8cb734390541c3e2d4c86cf98a9a00cf652fce3d75e6985948341f6a1,1,1AoLFkyCepwo6WFiLLdzEyzMtWJQSupyjq,0.3,1252.43,1502682364
9991,Cerber,12050d9f05a772faf7d63cb20da2983236dfdc109ccac56f6f6bc704efb0db3e,0,1Q7YSvwkqjicsFukau2Z7X5G4RfWtLRrwo,0.56,534.32,1483092445
9992,Cerber,64021a2815115a1be099b1e943280f2d981109444d3693909c7a80f8f0a10ef2,1,126vLAn72aeMpV3cN1nf7QYDynA63Fhcfq,0.5,1139.55,1500012148
9993,Cerber,a7576bef9fd86118e50047233ccc9cfa2ae76ea2ad657243b8613c6c35bd6757,1,1GLYf7wGLonb1RfjEVRYXvvj5cvbFjSycJ,0.8,483.43,1475035181
9994,Cerber,20cea46ea14ef56a2504d5d185135b5ce7f4aed79c4596635705b6974e66ccbb,0,124o14rxNyvFMQM8yJuJFcKprxPtVHq8H5,0.7,319.38,1463416516
9995,Cerber,16f513859bf7a9959b76c104c719e3c6540f5fe5d81d53109dcdbddbfca9fc1f,1,1PhGdU5eaSbAjQALAVoeCHGzRexkFaPsvb,1.77206307,1040.66,1470769344
9996,Cerber,0cfd0087fcf0eb4775f2bd5d31f006bc0ac877be2faef92bd04da885a613315f,1,1PhGdU5eaSbAjQALAVoeCHGzRexkFaPsvb,0.227937,133.86,1470769419
9997,Cerber,dc1850ed120b92edd474a5057fc7f1542e08c9aaee36e1fd966901d0674bef60,1,1KZ9ghcJfexGr7NNZRCJGYqKoth2cBXkev,0.4629,523.29,1491376785
